division_iso_two,topic,keywords[list],query url
BD-E,Infrastructure,infrastructure; military; military; school,"https://trends.google.com/trends/explore?date=2004-01-01%202025-09-01&geo=BD-E&q=infrastructure,military,military,school,%2Fm%2F02nf_&hl=en-US"
BD-E,Infrastructure,school; hospital; hospital; bridge,"https://trends.google.com/trends/explore?date=2004-01-01%202025-09-01&geo=BD-E&q=school,hospital,hospital,bridge,%2Fm%2F02nf_&hl=en-US"
BD-E,Infrastructure,bridge; checkpoint; bus; university,"https://trends.google.com/trends/explore?date=2004-01-01%202025-09-01&geo=BD-E&q=bridge,checkpoint,bus,university,%2Fm%2F02nf_&hl=en-US"
BD-E,Infrastructure,university; market; station; cafe,"https://trends.google.com/trends/explore?date=2004-01-01%202025-09-01&geo=BD-E&q=university,market,station,cafe,%2Fm%2F02nf_&hl=en-US"
BD-E,Infrastructure,restaurant; restaurant; compound; port,"https://trends.google.com/trends/explore?date=2004-01-01%202025-09-01&geo=BD-E&q=restaurant,restaurant,compound,port,%2Fm%2F02nf_&hl=en-US"
BD-E,Infrastructure,port; port; pipeline; border,"https://trends.google.com/trends/explore?date=2004-01-01%202025-09-01&geo=BD-E&q=port,port,pipeline,border,%2Fm%2F02nf_&hl=en-US"
BD-E,Infrastructure,border; ministry; houses; house,"https://trends.google.com/trends/explore?date=2004-01-01%202025-09-01&geo=BD-E&q=border,ministry,houses,house,%2Fm%2F02nf_&hl=en-US"
BD-E,Infrastructure,clinic; clinic; pharmacy; pharmacy,"https://trends.google.com/trends/explore?date=2004-01-01%202025-09-01&geo=BD-E&q=clinic,clinic,pharmacy,pharmacy,%2Fm%2F02nf_&hl=en-US"
BD-E,Infrastructure,court; court; prison; prison,"https://trends.google.com/trends/explore?date=2004-01-01%202025-09-01&geo=BD-E&q=court,court,prison,prison,%2Fm%2F02nf_&hl=en-US"
BD-E,Infrastructure,police; airport; airport; army,"https://trends.google.com/trends/explore?date=2004-01-01%202025-09-01&geo=BD-E&q=police,airport,airport,army,%2Fm%2F02nf_&hl=en-US"
BD-E,Infrastructure,army; road; road; road,"https://trends.google.com/trends/explore?date=2004-01-01%202025-09-01&geo=BD-E&q=army,road,road,road,%2Fm%2F02nf_&hl=en-US"
BD-E,Infrastructure,sewage; system; system; regime,"https://trends.google.com/trends/explore?date=2004-01-01%202025-09-01&geo=BD-E&q=sewage,system,system,regime,%2Fm%2F02nf_&hl=en-US"
BD-E,Infrastructure,bakery; public; square; park,"https://trends.google.com/trends/explore?date=2004-01-01%202025-09-01&geo=BD-E&q=bakery,public,square,park,%2Fm%2F02nf_&hl=en-US"
BD-E,Infrastructure,park; housing complex; housing complex; housing complex,"https://trends.google.com/trends/explore?date=2004-01-01%202025-09-01&geo=BD-E&q=park,housing%20complex,housing%20complex,housing%20complex,%2Fm%2F02nf_&hl=en-US"
BD-E,Infrastructure,building; building; electricity; funding,"https://trends.google.com/trends/explore?date=2004-01-01%202025-09-01&geo=BD-E&q=building,building,electricity,funding,%2Fm%2F02nf_&hl=en-US"
